Ioff,Ion,SS,Vth
109.9,50.0199,74.257,30.735
106.293,50.2005,75.235,28.428
113.852,50.1842,76.655,35.113
106.19,50.0502,79.065,29.765
113.948,50.2788,73.902,33.96
100.702,50.0837,75.166,23.864
108.757,50.2431,76.096,30.733
97.7989,49.4548,78.8164,22.729
108.85,50.0952,74.532,30.381
118.946,50.8378,76.33,39.376
101.905,50.1524,76.1015,25.167
102.472,49.3696,74.1904,24.962
114.529,49.6603,71.271,34.225
106.925,49.7364,76.332,29.272
104.359,49.6152,77.855,27.724
91.7782,49.3836,80.6387,18.253
111.071,50.2623,73.819,31.824
117.324,50.1099,72.364,36.346
101.269,49.6701,76.0384,24.761
102.232,49.8135,80.5081,27.041
99.9124,49.7865,76.9961,23.842
108.106,49.7229,75.936,30.371
100.033,49.7366,77.5898,24.097
103.189,49.9796,74.6615,25.737
95.8033,49.8394,76.6381,20.526
110.567,49.7399,74.045,31.412
102.303,50.3349,74.8256,24.967
102.719,49.868,77.165,26.247
106.765,49.7765,73.723,28.261
107.097,49.9608,77.367,29.904
104.926,49.6582,80.783,29.338
116.004,50.7154,73.537,34.87
103.78,49.5615,74.979,26.505
105.132,49.7889,76.04,28.004
106.666,49.9931,77.156,29.562
107.698,49.6186,74.912,29.642
118.554,49.8422,78.344,40.048
108.382,50.3342,75.038,29.777
104.875,49.948,77.651,28.196
109.094,50.4194,73.847,29.98
110.577,50.0104,75.715,32.203
105.675,49.6732,73.512,27.382
104.742,49.9567,78.874,28.59
102.031,49.7995,78.7893,26.313
108.376,50.0318,74.703,30.09
108.847,50.3931,74.914,30.471
104.835,49.7515,77.303,28.039
110.542,50.3456,72.189,30.576
95.3071,49.4807,80.4753,21.138
107.4,49.7649,72.537,28.356
106.947,49.826,77.34,29.777
93.8142,48.977,79.3486,19.389
105.263,49.3899,75.021,27.405
101.351,49.9604,76.0263,24.666
109.856,50.2408,75.061,31.544
110.22,50.0674,71.411,30.246
116.722,50.0267,73.011,35.914
109.019,49.8308,74.293,30.259
94.0214,49.6562,76.9399,19.102
100.303,49.7018,76.6749,24.161
96.4083,49.8783,80.5511,22.125
117.876,49.9929,70.585,36.27
112.648,50.3413,74.422,32.608
99.8402,49.769,78.5332,24.192
102.738,49.6225,75.918,25.876
103.549,49.6015,76.94,26.878
105.829,49.9751,75.481,28.126
99.8947,49.3756,78.15,24.06
97.3619,49.8092,76.972,21.867
112.509,50.3173,72.384,31.981
106.183,49.9137,75.72,28.505
94.1084,49.7875,78.7656,19.752
115.164,50.5553,68.403,33.596
108.375,49.7144,73.21,29.487
102.844,49.2543,77.727,26.555
101.608,49.4573,76.3122,25.096
84.3928,48.9156,82.7225,12.492
100.574,49.8887,78.2858,24.898
106.264,50.6515,73.042,27.434
106.699,49.7453,75.403,28.86
102.127,49.8613,74.9943,24.843
99.0111,49.6585,78.377,23.445
101.722,50.0022,77.8286,25.632
104.873,49.8694,74.678,26.998
118.054,50.1321,72.314,37.088
113.622,49.9853,75.888,34.801
97.3434,49.6892,78.8197,22.159
97.161,49.5721,75.8446,21.434
105.334,49.9579,74.535,27.64
97.193,49.926,77.0493,21.853
104.494,49.8197,75.732,27.084
108.427,49.8052,75.502,30.407
108.279,50.1041,76.337,30.291
106.125,49.9356,76.441,27.902
104.664,49.9463,76.025,27.207
108.199,49.7002,77.247,30.441
104.812,50.1259,77.355,28.009
105.582,50.0713,74.493,27.41
107.867,50.2905,75.401,29.483
111.784,50.5456,77.828,33.447
103.743,49.3595,77.549,27.15
108.168,50.3092,74.967,29.603
114.809,50.3199,72.742,34.04
101.327,49.7186,74.6834,24.343
108.656,49.9145,76.271,30.532
103.704,50.1744,78.343,27.38
102.15,49.6393,72.4394,24.458
107.015,49.7161,76.946,29.729
113.486,50.1048,71.875,32.906
101.606,50.0443,78.8055,25.87
97.2901,49.4257,77.3145,21.877
103.36,50.1535,78.873,27.242
109.544,50.1207,74.465,31.039
102.108,49.5293,76.2573,25.376
109.186,49.7906,75.247,31.021
118.752,50.1751,72.451,37.334
93.1394,49.1535,77.4655,18.636
106.873,49.9747,74.643,28.622
113.039,50.3256,73.843,33.537
109.27,50.0444,74.011,30.371
102.193,49.7428,78.7962,26.352
99.8439,49.572,75.8573,23.303
100.85,49.7962,77.3058,24.838
103.026,49.59,78.035,26.955
109.116,50.2349,75.584,30.952
100.957,49.3738,78.0497,25.222
107.209,50.0929,75.019,29.111
101.873,49.7761,73.0815,24.185
98.4655,49.7454,75.71,22.402
106.606,49.8396,75.264,28.767
101.897,49.8392,75.8331,25.094
111.648,50.0803,76.576,33.425
97.4305,49.314,77.2053,21.931
105.351,50.3391,73.883,27.117
103.191,49.7263,73.593,25.464
105.794,50.0471,74.578,27.863
100.874,49.9064,74.7214,23.927
101.605,49.6377,75.406,24.669
101.915,49.9582,74.3314,24.611
102.33,49.7899,77.8151,26.091
112.685,50.082,74.868,33.467
100.192,49.6216,79.2473,24.801
105.056,49.7353,75.324,27.314
100.436,49.8075,79.7481,25.329
95.667,49.2066,78.4583,20.7
120.57,50.6066,71.003,37.482
109.876,50.0444,73.157,30.422
96.2696,49.5841,80.386,21.936
107.451,49.5116,75.245,29.389
102.598,49.918,76.2533,25.986
98.3442,49.6263,80.1644,23.526
104.582,50.0306,77.867,28.23
109.711,50.346,75.089,31.315
100.378,49.4022,77.3334,24.296
101.68,49.4878,77.637,25.526
105.456,49.4214,74.939,27.722
109.354,49.8908,73.996,30.353
100.928,49.5583,76.5389,24.591
107.706,49.9202,73.24,29.05
102.413,50.5665,76.8948,25.751
100.495,49.381,76.9178,24.365
107.875,49.8522,77.618,30.739
116.587,49.8051,76.171,37.184
103.666,49.457,72.914,25.706
99.721,49.6966,79.1375,24.331
95.1996,49.5147,78.0043,20.316
102.526,49.7591,77.1951,26.114
108.48,49.8873,75.835,30.447
97.0939,49.5648,77.2483,21.658
108.16,49.6463,73.697,29.382
116.047,49.8645,73.582,35.811
98.4009,49.6524,77.0391,22.697
110.014,49.8573,75.401,31.621
103.354,49.779,77.333,26.888
99.3707,49.535,78.3773,23.84
99.5764,49.7739,80.4758,24.81
105.939,50.0444,76.538,28.722
104.4,50.2075,77.004,27.407
108.537,49.997,75.989,30.526
108.962,49.7859,73.194,29.951
110.243,50.294,73.241,30.415
101.976,49.7218,79.0724,26.174
102.979,49.5755,78.829,27.022
109.795,50.3001,72.642,30.251
108.362,49.5881,74.291,29.76
108.556,50.079,75.532,30.3
100.99,49.9086,77.3527,24.776
106.81,49.6658,76.33,29.569
110.456,49.5958,74.959,31.644
105.886,49.9019,78.502,29.24
103.637,49.6289,77.214,27.116
110.617,50.1835,74.338,31.727
101.93,49.7118,78.3283,25.918
107.444,49.8709,73.717,28.466
96.7325,49.4782,81.3675,22.375
107.424,49.4663,75.777,29.852
101.818,50.0692,77.7854,25.764
101.525,49.6923,76.0893,24.944
102.285,49.8522,75.8493,25.456
109.955,50.0389,74.294,30.613
106.957,49.6827,73.87,28.218
104.569,49.7815,73.783,26.456
107.15,50.2499,74.198,28.554
108.812,50.3547,70.627,28.515
111.006,50.254,80.037,34.189
105.035,50.197,77.415,28.044
92.4284,49.2224,79.8393,18.575
100.566,50.153,79.5916,25.381
98.8511,49.323,76.4935,22.783
106.188,49.7888,75.613,28.8
99.7999,50.2058,77.9225,23.991
111.886,50.043,73.473,31.794
103.499,49.8198,77.912,27.101
98.1963,50.1604,76.8195,22.498
105.052,50.0086,77.783,28.067
104.462,49.8302,77.403,27.765
101.742,49.5749,78.7545,25.987
93.5454,49.297,78.1693,19.047
106.662,49.9192,73.762,28.176
105.422,50.1741,74.445,27.19
106.831,49.7822,73.811,28.521
97.9865,49.6611,77.7057,22.551
106.271,50.2715,77.784,29.322
115.4,49.9992,72.267,34.716
101.803,49.5685,74.7873,24.563
106.632,49.2479,74.271,28.581
96.9008,49.195,75.694,21.083
101.451,49.9252,77.726,25.378
108.144,50.0605,76.784,30.681
90.0594,49.4217,79.08379,16.4
97.7485,49.5962,78.1328,22.385
103.816,49.7322,80.313,28.317
104.661,50.0163,77.421,27.92
110.09,49.9997,76.177,31.641
116.648,50.2917,74.024,36.029
110.992,50.2252,72.4,30.879
98.2761,50.0379,74.7,21.917
115.887,50.769,72.693,34.725
109.203,49.9069,73.866,30.406
111.222,49.864,73.667,31.743
99.0986,49.824,76.5939,23.211
99.4385,49.5671,78.0639,23.749
105.027,50.2259,76.177,27.447
102.562,49.8426,76.9216,26.004
114.215,50.4592,74.193,34.074
102.347,49.7893,75.8992,25.546
101.597,49.7816,76.0553,24.907
111.345,50.0117,76.751,33.272
107.156,50.4174,74.527,28.787
110.055,50.1293,75.45,31.687
104.442,49.8321,75.926,27.077
104.757,50.1228,76.084,27.338
111.523,50.2976,73.507,31.794
105.332,49.8876,75.042,27.456
93.7183,49.488,77.4486,18.936
102.622,50.2232,78.337,26.477
96.9426,49.63,77.2508,21.526
116.896,50.2634,71.253,34.82
111.556,50.2041,72.587,31.491
106.729,49.9054,78.033,29.88
107.816,49.8322,75.893,29.699
120.521,50.131,71.622,38.842
103.91,49.5486,76.817,27.301
108.704,50.0972,72.978,29.541
101.18,49.8292,76.4396,24.765
102.883,49.6049,76.355,26.175
104.379,50.1478,77.688,27.839
103.962,49.9095,78.791,27.983
107.255,49.8777,77.323,29.845
97.2041,49.0449,78.2915,21.952
99.0495,49.1653,79.1691,23.725
103.546,49.7626,78.656,27.364
99.5782,49.5675,77.269,23.764
98.2228,49.37,78.4848,23.082
100.716,49.7759,75.13,23.933
104.667,49.5178,79.651,28.816
107.196,49.845,75.978,29.302
102.667,49.7395,76.0124,25.829
107.357,49.7958,75.988,29.285
105.361,50.2574,73.207,26.93
103.376,49.8051,75.83,26.147
107.051,49.9473,73.848,28.717
103.777,50.0794,76.901,26.869
97.7623,49.8521,76.8216,21.954
103.351,50.1743,78.584,27.262
111.871,49.987,75.933,33.782
104.79,49.8411,77.401,28.03
107.295,49.7865,76.632,29.271
115.091,49.8467,73.689,34.943
107.413,50.2934,77.072,30.039
97.2199,49.207,77.9713,22.031
102.185,49.7471,77.2121,25.83
105.699,49.8928,75.253,27.968
99.633,49.5977,77.3767,23.827
101.995,49.4719,77.9836,25.805
99.1383,48.965,79.4402,23.993
112.506,50.2731,73.183,32.467
106.188,49.8703,75.652,28.351
106.347,50.4135,74.606,27.818
108.063,50.177,70.476,28.083
103.39,49.7618,78.291,27.178
101.382,50.1263,77.9158,25.393
108.843,49.7549,74.986,30.727
109.192,49.9438,72.983,29.663
106.342,49.884,75.29,28.357
104.169,49.7129,75.453,27.002
110.607,50.0417,71.901,30.348
113.09,50.4322,74.951,33.414
106.034,49.7292,76.152,28.267
100.748,49.1686,77.8961,24.854
118.388,50.7479,73.735,37.011
103.174,49.3215,75.077,25.831
107.947,50.0696,72.358,28.894
110.323,50.2412,75.172,31.445
99.4696,49.7222,76.9919,23.439
96.8889,49.3785,77.3084,21.431
113.485,50.5029,76.052,34.175
104.493,49.5941,74.605,26.975
114.851,49.798,71.381,33.526
99.6961,49.736,75.2232,23.128
110.537,49.8903,71.881,31.012
107.074,50.0561,77.314,29.805
111.347,49.9275,73.922,31.737
106.316,49.6925,73.358,27.859
100.889,49.5707,78.9347,25.278
111.012,49.6311,75.532,32.715
97.9127,49.3802,74.5526,21.518
99.4379,49.6844,78.4135,23.949
108.447,49.987,74.08,30.015
99.9346,49.8701,77.9301,24.135
103.357,49.6746,75.153,26.097
99.167,49.6158,77.1856,23.399
99.6922,49.917,77.8552,23.955
110.34,50.2481,76.422,31.997
107.974,49.7041,76.603,30.146
107.3,50.1093,75.436,29.051
98.4143,49.7539,75.6138,22.358
103.565,50.3141,77.452,26.711
98.994,50.0226,78.0141,23.322
101.663,49.4964,77.254,25.257
103.315,49.5219,72.762,25.288
122.666,49.9534,70.533,39.307
102.435,49.528,76.7404,25.851
116.13,50.4569,73.314,34.795
105.635,49.8958,75.936,28.18
102.203,49.5104,77.5975,25.898
114.89,50.0256,71.118,34.229
100.036,49.8323,74.7723,23.314
113.219,49.9332,76.024,34.292
100.278,49.6767,77.5495,24.495
101.179,49.9961,78.5877,25.477
104.882,49.9824,76.716,27.825
103.247,49.6132,72.952,25.235
101.046,49.6945,77.0039,24.717
93.2226,49.2645,79.7344,19.282
106.359,49.9274,76.488,28.835
108.232,50.4848,76.805,30.466
95.7284,49.5139,80.1452,21.462
99.8529,49.7092,76.9869,23.773
105.79,49.7829,74.091,27.522
99.618,50.2143,77.4517,23.848
107.103,49.7443,73.062,27.892
106.536,50.1282,74.041,28.963
102.95,49.8499,77.556,26.419
95.1178,49.9429,81.3703,21.213
103.894,49.5632,75.151,26.219
106.614,50.5575,78.118,29.705
100.927,49.7417,77.1006,24.68
102.072,50.3539,78.3407,25.985
104.891,50.1448,74.98,27.177
98.6648,49.4787,76.136,22.599
94.9912,49.3736,76.1325,19.624
101.601,49.9502,77.4919,25.484
114.316,49.6802,74.604,34.653
104.751,49.9887,74.52,26.931
100.733,49.9361,77.3039,24.753
105.345,50.3196,76.872,28.349
105.607,50.039,75.421,27.956
99.365,49.4043,76.3503,23.074
107.287,49.9326,75.259,29.326
118.776,49.8926,73.15,38.241
115.171,50.3601,73.493,34.741
101.073,49.8624,75.2462,24.349
107.529,50.3598,76.724,29.745
105.358,49.9513,74.645,27.349
109.395,50.4714,75.105,30.499
100.175,49.4529,76.7042,24.034
115.892,50.0899,74.519,35.838
120.199,50.0182,71.978,38.367
99.8911,49.4336,76.6661,23.656
109.757,50.7635,72.74,30.132
101.412,49.5178,77.2566,25.216
100.423,49.3534,77.7605,24.666
98.6447,49.6263,76.9132,22.789
105.366,49.6841,74.852,27.551
99.7415,49.8309,76.0953,23.51
120.055,50.3248,72.909,38.085
98.9522,49.2552,75.1284,22.473
101.645,49.5668,75.4152,24.781
102.336,50.1177,76.5257,25.499
107.711,50.1477,74.278,29.2
107.213,50.019,74.672,28.877
104.739,50.0289,78.7,28.399
96.9354,49.318,80.3162,22.446
101.807,49.357,76.024,25.268
104.207,49.6686,76.57,27.363
105.076,49.6247,78.079,28.449
92.65,49.6038,79.6678,18.752
104.838,49.3311,74.886,27.167
95.3836,49.86,77.7178,20.371
101.743,49.8382,77.6856,25.426
98.5233,49.4324,77.3279,22.706
104.632,50.2125,76.928,27.914
109.998,50.2567,76.549,32.058
95.3631,49.4203,79.4427,20.861
101.982,50.1595,76.7047,25.475
101.43,49.6928,77.8181,25.377
103.26,49.4845,78.866,27.137
102.617,50.0277,77.769,26.35
115.005,50.7903,74.018,34.513
105.409,49.9678,78.31,28.548
96.9389,49.6266,78.4773,21.916
120.945,51.0351,74.247,38.844
102.291,49.8376,80.794,27.001
107.363,50.5971,75.619,29.25
104.718,49.5881,74.522,26.976
104.708,49.9869,76.669,27.328
102.665,49.4143,76.6218,25.916
98.5435,50.0061,77.1147,22.894
104.833,49.7895,78.028,28.36
110.507,49.9569,73.979,31.547
102.383,50.0483,76.1754,25.542
120.489,50.3554,73.74,39.224
112.288,49.8818,74.11,33.092
110.629,49.8131,74.956,32.087
101.36,50.1494,78.8875,25.687
118.779,50.4816,69.723,35.668
109.014,49.6381,74.933,30.224
105.342,49.5074,75.936,27.97
115.28,50.0357,70.493,33.808
104.058,49.724,76.518,27.385
105.886,50.2217,76.716,28.655
101.999,49.6355,79.2653,26.523
95.7275,49.5182,78.5737,20.822
105.361,50.3569,77.346,28.434
95.4267,49.5652,77.1467,20.284
106.347,50.2413,76.725,28.907
98.5772,49.923,77.0401,22.756
103.662,49.7065,75.08,26.25
98.9123,49.3091,75.5189,22.595
108.092,49.6263,72.454,28.961
104.414,49.9432,75.326,26.947
94.6063,49.4672,75.6544,19.213
104.546,49.6334,76.694,27.522
99.4726,49.8456,78.4816,23.914
112.67,50.3935,72.411,32.042
109.644,50.0145,77.191,31.842
105.116,50.2409,77.446,28.206
104.989,49.8455,77.406,28.181
104.321,50.1035,74.544,27.047
102.016,49.9476,78.4526,26.165
114.906,50.1255,71.751,34.26
93.052,49.6896,79.5202,19.038
112.235,49.9719,74.712,32.846
99.0804,49.6042,78.4946,23.736
107.534,49.9616,76.407,29.793
98.805,49.7377,78.4861,23.434
116.59,50.8257,73.738,35.672
103.592,49.7696,80.215,28.03
101.943,49.3708,76.1194,25.273
106.199,49.9921,75.97,28.497
116.155,49.8234,76.513,36.945
100.75,49.8092,76.1777,24.138
100.268,49.6032,79.2727,24.77
111.547,50.6198,76.791,33.272
107.469,50.0287,72.807,28.272
99.09,50.1503,76.6958,23.03
94.7705,49.8622,77.3688,19.964
106.094,49.7314,74.194,27.777
103.608,49.9463,76.833,26.868
108.9,50.5721,77.087,30.982
104.439,49.9847,79.124,28.199
97.6831,49.844,76.0222,21.898
101.209,49.8998,74.8987,24.168
107.654,49.9074,76.087,29.928
108.195,49.7957,74.769,29.803
99.2412,49.5213,77.5994,23.306
108.577,49.9136,74.436,29.883
104.069,49.9613,78.527,27.665
98.1206,49.3912,79.2579,23.208
97.4647,49.3632,75.5074,21.343
104.047,49.6145,77.235,27.156
101.577,49.605,77.4856,25.499
115.222,50.0273,73.366,35.401
107.698,49.9858,80.025,31.428
107.585,49.9241,73.851,29.115
102.198,49.9068,77.209,25.828
106.685,49.9458,77.119,29.614
108.404,49.4135,72.847,29.373
104.634,50.0079,76.719,27.592
112.636,50.2775,74.518,33.078
102.04,49.7423,76.602,25.571
100.314,49.8078,77.5552,24.331
109.134,50.0102,70.515,28.681
101.785,49.2135,77.1026,25.558
115.725,50.5389,76.561,36.791
119.198,49.9745,70.748,37.049
115.715,50.5342,69.855,34.966
107.959,50.0055,77.24,30.575
114.092,50.5305,72.138,33.064
103.636,49.7972,75.792,26.434
115.435,49.9836,75.713,36.548
108.444,49.8928,75.114,30.135
105.78,49.891,77.612,28.822
99.5913,49.6693,76.2577,23.394
99.9826,49.6919,80.5982,25.189
101.106,49.9989,75.3933,24.27
100.229,49.7813,77.3146,24.327
102.085,50.4458,77.5084,25.758
107.541,49.5374,72.698,28.574
101.668,49.7123,78.3383,25.669
101.566,49.8095,76.7415,25.091
105.576,50.0031,76.821,28.234
100.697,49.5895,75.6617,23.983
98.9736,49.1874,78.705,23.664
103.612,49.6672,79.672,27.888
109.098,50.1389,72.222,29.288
111.979,50.0897,74.839,32.503
106.43,49.7526,76.937,29.105
99.0138,49.9761,77.2077,23.215
105.343,50.0722,79.775,29.561
102.061,49.2745,81.003,26.99
111.2,50.1275,74.496,32.256
102.431,49.4437,75.2878,25.368
105.011,50.1367,76.285,26.853
93.3969,49.2782,80.336,19.372
103.823,50.0788,73.902,25.815
97.505,49.5587,76.6456,21.745
116.428,50.1645,71.963,35.54
102.294,50.1235,75.9217,25.276
103.143,50.1992,75.134,25.985
114.322,49.9473,71.47,33.53
113.686,50.6398,74.95,34.065
108.073,49.4024,77.222,31.013
110.816,50.0435,75.792,32.589
97.1932,49.8645,79.3206,22.511
108.04,50.0459,75.159,29.698
102.253,49.9069,77.2491,25.927
99.459,49.577,78.3341,23.917
101.968,49.7576,79.1603,26.138
93.9388,49.6387,79.4875,19.692
94.1639,49.6181,78.6919,19.65
108.856,50.0547,76.28,30.968
103.995,49.7502,75.766,26.708
103.928,50.527,77.399,27.044
106.541,49.468,75.39,28.964
97.1647,50.161,77.901,21.904
120.943,50.2327,70.606,37.963
98.8974,49.2276,78.6709,23.521
107.404,49.9906,72.259,28.031
103.157,49.6791,76.063,26.314
98.5137,49.7142,77.6223,22.903
101.955,49.3527,77.0808,25.649
103.526,50.1249,77.242,26.985
111.764,50.7531,75.151,32.74
109.172,50.0035,75.431,30.693
115.235,49.7462,72.674,34.834
115.444,50.0548,73.383,35.259
97.1218,49.5106,77.365,21.695
99.3002,49.5285,75.7246,23.004
105.076,49.7983,76.314,28.045
100.552,49.3516,76.8518,24.364
104.481,49.3717,76.231,27.581
100.566,50.4964,78.3946,24.829
117.211,50.8468,72.461,35.644
106.772,49.7367,74.044,28.5
101.769,49.9188,76.3584,25.257
108.522,50.0728,73.569,29.888
101.772,49.6421,74.2026,24.4
100.374,49.709,78.0159,24.62
105.063,49.7652,75.747,27.504
107.896,50.3022,75.502,29.803
107.894,49.8848,74.103,28.583
101.047,50.2139,77.3834,24.822
118.325,50.0611,74.743,37.946
106.839,50.1516,73.898,28.283
104.271,49.7152,77.181,27.438
119.593,50.6765,72.608,38.095
101.765,50.247,77.2965,25.326
105.744,49.5949,75.546,28.27
101.975,49.6526,77.7771,25.98
98.3329,49.4609,78.9757,23.214
106.746,50.116,74.469,28.361
99.3792,49.6321,75.3148,22.986
99.3044,50.173,77.586,23.549
111.348,50.3007,77.034,32.905
102.038,49.7474,76.6566,25.412
107.268,49.4925,75.97,29.484
98.0693,49.685,76.3313,22.134
101.97,50.0263,78.7766,26.289
101.689,49.5091,76.6329,25.068
96.7425,49.6814,79.0206,21.906
100.484,49.718,74.2782,23.552
111.411,50.4115,80.53,34.609
102.138,49.47,77.0447,25.628
108.568,50.3228,76.923,30.844
93.1314,49.7264,77.9639,18.707
104.03,49.3395,75.362,26.465
103.024,50.3788,79.364,27.144
107.453,50.0487,74.377,28.921
105.491,50.0652,75.425,27.946
100.007,49.7182,75.5364,23.555
103.964,49.8762,75.449,26.466
113.628,49.9892,77.651,35.32
106.752,50.4603,74.041,28.067
109.326,49.9919,79.85,32.526
104.112,50.1175,75.396,26.748
118.327,50.4598,73.622,37.448
96.3884,49.719,75.7373,20.598
109.05,49.8807,73.753,30.21
95.85,49.4226,76.9774,20.485
100.627,49.7628,76.6637,24.346
103.839,49.7547,75.58,26.647
103.84,49.7234,74.909,26.531
108.239,49.7464,76.152,30.194
98.7631,49.7491,76.6437,22.829
107.772,49.9041,73.693,29.091
110.865,49.9462,76.174,32.572
101.35,49.5586,76.3643,24.603
93.8793,49.6092,79.1072,19.574
104.483,50.0097,77.783,27.692
100.677,49.6197,77.3747,24.791
109.289,49.9268,71.215,29.174
109.017,49.8591,73.626,30.046
105.098,49.8398,73.998,27.204
101.497,49.6106,76.0613,24.891
106.405,50.2358,75.49,28.414
109.094,50.1941,73.501,30.031
103.517,50.1789,78.841,27.534
108.424,49.9559,73.107,29.456
106.941,50.2027,76.837,29.419
109.876,49.9933,72.323,30.752
101.74,49.3698,74.4037,24.363
102.609,49.6772,77.53,26.139
110.407,50.0759,78.327,32.754
102.463,49.6162,75.713,25.487
102.565,49.8836,76.1374,25.83
114.276,50.0693,72.815,33.859
98.5472,49.3848,75.5876,22.444
111.915,49.5444,74.728,32.827
110.288,50.2846,73.835,31.201
103.096,49.8145,75.837,26.078
110.986,50.5702,76.894,32.661
93.9312,49.9659,77.3636,19.208
97.8081,49.6095,75.7727,21.755
117.115,49.7178,72.559,36.212
101.345,49.9178,74.5557,24.2
105.141,49.7892,74.679,27.036
95.2191,49.2756,78.0532,20.342
107.912,49.2695,75.263,29.373
99.1404,49.9926,76.0857,23.008
106.676,49.7476,74.849,28.641
100.72,49.8265,78.5529,24.875
104.063,49.825,78.38,27.558
102.353,49.6239,74.5523,24.992
105.503,50.0062,77.437,28.656
114.469,50.4281,69.289,33.286
103.193,49.6475,78.644,27.124
112.558,49.8618,73.678,33.112
97.4672,49.7695,77.8209,22.167
106.431,50.0804,73.206,27.779
106.915,49.8435,75.772,29.113
106.866,49.5847,74.084,28.228
106.974,49.7182,75.581,29.028
105.051,49.2453,77.072,27.875
93.5857,49.4497,79.3047,19.425
98.571,49.1147,76.3697,22.516
102.284,50.2897,79.5509,26.659
104.551,50.293,75.66,27.223
100.222,49.3267,77.6037,24.283
99.4092,49.3199,77.5594,23.51
109.732,50.2978,77.886,32.532
100.838,50.4116,73.6942,23.481
101.924,49.6243,76.8941,25.384
106.474,50.0201,75.244,28.598
107.043,49.8058,75.478,28.839
103.736,49.901,76.752,26.883
106.627,49.9358,74.373,28.827
103.633,50.1491,76.142,26.404
97.2203,49.5715,77.5941,21.892
113.193,50.158,72.043,32.704
101.208,49.5124,76.4671,24.761
100.082,50.0245,76.3737,23.924
96.612,49.1084,75.1954,20.576
106.495,49.8886,76.401,28.878
95.2297,49.2045,79.9483,20.88
114.963,50.8231,75.635,35.909
97.7646,49.6,76.7162,22.035
115.467,50.0663,73.431,35.298
102.875,50.1581,75.4534,25.548
99.2556,49.431,79.3728,23.88
111.751,50.0065,69.786,30.649
113.466,50.144,75.138,33.773
101.035,50.0628,75.7255,24.344
119.912,50.899,72.934,38.2
111.116,50.3127,74.385,31.65
110.074,50.0035,75.026,31.398
109.414,50.2641,74.16,30.423
105.426,50.1856,80.423,29.442
101.127,49.5837,78.1655,25.334
111.929,50.3589,73.146,32.813
101.915,49.8007,77.0291,25.516
104.631,50.4079,73.401,26.295
101.427,49.9783,76.887,25.07
109.896,49.9536,71.593,30.215
104.882,50.0021,77.419,28.15
100.66,49.3325,76.032,24.068
108.029,49.9534,75.469,29.772
102.608,49.6214,76.527,26.114
98.587,50.0686,75.8271,22.473
92.9992,49.3004,82.4676,19.689
109.974,50.2556,71.556,29.637
101.176,49.9314,74.7605,24.125
99.4955,49.3837,77.4018,23.698
106.443,50.3638,76.221,29.134
96.405,49.6272,79.2676,21.614
101.862,49.366,75.9214,25.127
100.363,49.8548,74.8752,23.628
97.009,49.6,78.8676,22.014
112.499,50.058,71.802,32.085
115.319,50.5326,71.639,33.843
95.6085,49.3765,77.7069,20.508
103.752,49.6238,75.371,26.265
104.926,49.7721,76.601,27.892
110.699,50.4826,75.504,31.944
108.329,49.9162,77.343,30.766
108.484,49.8981,73.522,29.204
111.849,49.8455,75.184,32.873
102.864,49.7465,74.3008,25.394
105.626,49.4355,73.523,27.113
113.469,50.2564,70.761,32.508
115.115,50.1516,75.949,36.007
106.419,50.1994,74.5,28.206
99.1703,49.8162,77.8329,23.37
100.141,49.75,75.7723,23.647
116.959,50.7364,71.31,35.138
117.445,50.5344,71.293,35.108
113.733,50.5534,73.862,34.016
100.851,49.7074,76.6618,24.584
104.482,49.5225,76.088,27.509
108.047,50.3931,75.381,29.914
101.321,49.6906,75.93,24.576
105.055,49.6933,80.926,29.59
109.782,50.1557,73.146,30.659
104.12,49.8094,75.683,26.935
103.378,49.8912,75.036,26.028
102.713,50.1641,77.752,26.525
111.652,50.3553,74.788,32.401
102.196,50.0859,79.1709,26.598
102.94,50.0859,75.4634,25.861
104.468,49.4235,76.878,27.384
109.409,50.2421,73.165,30.047
106.521,49.9329,75.751,28.867
105.684,50.1488,74.243,27.322
109.475,50.756,74.594,30.832
108.899,49.967,75.734,30.713
107.341,49.4312,79.168,31.393
100.969,49.4332,77.4053,24.828
97.53,49.6771,78.5482,22.477
107.141,49.87,75.355,29.415
109.286,50.2323,73.586,30.091
108.767,49.9164,73.196,29.482
106.653,50.1511,73.097,27.629
100.53,49.7631,80.7679,25.629
107.848,50.0556,74.743,29.626
114.124,50.0123,74.54,34.149
102.944,49.5884,79.39,27.095
100.606,49.8129,77.4469,24.503
106.866,49.8221,74.561,28.608
113.028,50.2871,76.922,34.42
100.568,49.7079,80.6873,25.536
114.072,50.399,74.593,34.718
107.219,49.652,73.844,28.687
104.014,49.881,76.97,27.228
88.1341,49.2813,78.3021,14.755
88.8154,48.9918,77.99582,15.093
109.522,49.9113,77.085,31.861
105.211,50.1989,76.912,28.42
90.0148,48.8787,79.29582,16.423
106.254,50.1781,77.114,28.865
105.288,49.8451,78.175,28.779
101.57,49.8372,75.4325,24.764
110.626,50.2805,76.148,32.297
105.392,49.772,77.031,28.391
100.082,49.912,77.66,24.131
101.351,49.7416,75.686,24.63
94.5813,49.6259,78.3945,19.969
100.26,49.7314,75.0119,23.424
110.568,50.2275,73.251,31.066
112.687,49.9139,73.465,33.104
99.9362,49.572,79.4432,24.616
99.7542,49.4964,74.7424,22.983
104.769,50.0025,73.413,26.687
