Ioff,Ion,SS,Vth
9.68232,4.96599,76.2327,0.21125
10.2331,4.97433,73.5047,0.24868
10.5112,4.95601,78.08,0.28349
9.80667,4.92713,77.6926,0.22431
9.77802,4.96027,77.1746,0.22255
9.75681,4.93125,76.5846,0.21792
9.47937,4.94255,78.8057,0.2042
10.8838,5.00192,73.922,0.2997
11.0954,4.98464,74.81,0.32113
10.0335,4.94874,77.9758,0.24648
9.50571,4.96467,77.5949,0.20155
9.93782,4.97063,78.5565,0.23955
11.1199,5.01337,74.575,0.32038
10.5117,4.9776,76.014,0.27944
11.0398,5.05162,73.759,0.31025
10.2315,4.94107,75.3857,0.25235
9.43682,4.92523,79.718,0.20063
11.0765,5.05859,75.721,0.31982
10.6237,5.01544,77.104,0.28963
10.7735,5.01374,78.56,0.30943
10.3042,5.02889,76.045,0.25969
11.2009,5.06584,74.983,0.32486
9.25837,4.91282,77.7147,0.18069
10.4255,5.03563,76.638,0.27389
11.2277,5.02877,74.319,0.32451
9.23408,4.95619,79.0481,0.1835
11.1091,4.98024,72.363,0.31098
9.80492,4.89979,78.33,0.22629
10.358,4.98408,74.024,0.25811
12.2304,5.09269,74.568,0.40747
10.1681,5.00155,78.8331,0.25792
10.3555,5.02046,75.886,0.26289
10.5136,4.97661,76.139,0.27821
9.48295,4.91413,78.0261,0.20053
10.2888,4.98946,74.2505,0.25346
10.249,4.9863,74.805,0.25092
10.7872,5.00737,73.805,0.29652
9.4575,4.96451,80.9931,0.20659
10.6222,4.99388,74.516,0.28033
11.9828,5.03422,69.767,0.36677
10.8609,4.99009,74.616,0.30019
9.91869,4.95738,79.7695,0.24074
10.9285,5.02882,75.004,0.30552
10.8457,4.99967,74.648,0.29919
10.0587,4.98418,77.4978,0.2456
10.7672,4.99498,74.553,0.28877
10.2938,4.99832,77.257,0.26278
9.53059,4.97781,77.8519,0.2047
10.7481,4.99259,76.938,0.30047
11.0758,5.10675,75.782,0.31667
11.0506,5.04392,73.334,0.31005
10.1509,4.9725,79.127,0.25981
10.3763,4.98557,73.765,0.26099
11.6632,4.9971,75.64,0.37849
10.8944,5.00721,73.379,0.30009
9.44238,4.96179,79.7768,0.20248
11.0582,5.0037,77.047,0.32811
10.054,4.96833,77.5467,0.24716
10.8416,5.05348,72.857,0.28908
10.899,5.00333,78.305,0.31723
9.4658,4.98155,77.6774,0.19945
10.5375,5.0086,78.542,0.28493
10.2237,4.96102,77.087,0.25836
11.757,5.00329,73.279,0.36882
10.7303,5.06555,77.335,0.29741
11.232,5.01534,77.081,0.33972
11.3517,4.99641,72.795,0.33276
10.801,5.00893,74.441,0.29655
10.9464,4.9722,77.909,0.31991
9.78797,4.96662,77.7472,0.22547
10.9543,5.00901,74.173,0.30141
10.8545,5.01422,76.1,0.30461
10.3739,4.96597,78.476,0.2757
11.2325,5.0124,77.23,0.34126
11.3345,5.0569,72.013,0.32361
11.8671,5.01526,74.266,0.38359
9.43485,4.96519,77.792,0.19541
10.99,5.00199,74.257,0.30735
10.6293,5.02005,75.235,0.28428
11.3852,5.01842,76.655,0.35113
10.619,5.00502,79.065,0.29765
11.3948,5.02788,73.902,0.3396
10.0702,5.00837,75.166,0.23864
10.8757,5.02431,76.096,0.30733
9.77989,4.94548,78.8164,0.22729
10.885,5.00952,74.532,0.30381
11.8946,5.08378,76.33,0.39376
10.1905,5.01524,76.1015,0.25167
10.2472,4.93696,74.1904,0.24962
11.4529,4.96603,71.271,0.34225
10.6925,4.97364,76.332,0.29272
10.4359,4.96152,77.855,0.27724
9.17782,4.93836,80.6387,0.18253
11.1071,5.02623,73.819,0.31824
11.7324,5.01099,72.364,0.36346
10.1269,4.96701,76.0384,0.24761
10.2232,4.98135,80.5081,0.27041
9.99124,4.97865,76.9961,0.23842
10.8106,4.97229,75.936,0.30371
10.0033,4.97366,77.5898,0.24097
10.3189,4.99796,74.6615,0.25737
9.58033,4.98394,76.6381,0.20526
11.0567,4.97399,74.045,0.31412
10.2303,5.03349,74.8256,0.24967
10.2719,4.9868,77.165,0.26247
10.6765,4.97765,73.723,0.28261
10.7097,4.99608,77.367,0.29904
10.4926,4.96582,80.783,0.29338
11.6004,5.07154,73.537,0.3487
10.378,4.95615,74.979,0.26505
10.5132,4.97889,76.04,0.28004
10.6666,4.99931,77.156,0.29562
10.7698,4.96186,74.912,0.29642
11.8554,4.98422,78.344,0.40048
10.8382,5.03342,75.038,0.29777
10.4875,4.9948,77.651,0.28196
10.9094,5.04194,73.847,0.2998
11.0577,5.00104,75.715,0.32203
10.5675,4.96732,73.512,0.27382
10.4742,4.99567,78.874,0.2859
10.2031,4.97995,78.7893,0.26313
10.8376,5.00318,74.703,0.3009
10.8847,5.03931,74.914,0.30471
10.4835,4.97515,77.303,0.28039
11.0542,5.03456,72.189,0.30576
9.53071,4.94807,80.4753,0.21138
10.74,4.97649,72.537,0.28356
10.6947,4.9826,77.34,0.29777
9.38142,4.8977,79.3486,0.19389
10.5263,4.93899,75.021,0.27405
10.1351,4.99604,76.0263,0.24666
10.9856,5.02408,75.061,0.31544
11.022,5.00674,71.411,0.30246
11.6722,5.00267,73.011,0.35914
10.9019,4.98308,74.293,0.30259
9.40214,4.96562,76.9399,0.19102
10.0303,4.97018,76.6749,0.24161
9.64083,4.98783,80.5511,0.22125
11.7876,4.99929,70.585,0.3627
11.2648,5.03413,74.422,0.32608
9.98402,4.9769,78.5332,0.24192
10.2738,4.96225,75.918,0.25876
10.3549,4.96015,76.94,0.26878
10.5829,4.99751,75.481,0.28126
9.98947,4.93756,78.15,0.2406
9.73619,4.98092,76.972,0.21867
11.2509,5.03173,72.384,0.31981
10.6183,4.99137,75.72,0.28505
9.41084,4.97875,78.7656,0.19752
11.5164,5.05553,68.403,0.33596
10.8375,4.97144,73.21,0.29487
10.2844,4.92543,77.727,0.26555
10.1608,4.94573,76.3122,0.25096
8.43928,4.89156,82.7225,0.12492
10.0574,4.98887,78.2858,0.24898
10.6264,5.06515,73.042,0.27434
10.6699,4.97453,75.403,0.2886
10.2127,4.98613,74.9943,0.24843
9.90111,4.96585,78.377,0.23445
10.1722,5.00022,77.8286,0.25632
10.4873,4.98694,74.678,0.26998
11.8054,5.01321,72.314,0.37088
11.3622,4.99853,75.888,0.34801
9.73434,4.96892,78.8197,0.22159
9.7161,4.95721,75.8446,0.21434
10.5334,4.99579,74.535,0.2764
9.7193,4.9926,77.0493,0.21853
10.4494,4.98197,75.732,0.27084
10.8427,4.98052,75.502,0.30407
10.8279,5.01041,76.337,0.30291
10.6125,4.99356,76.441,0.27902
10.4664,4.99463,76.025,0.27207
10.8199,4.97002,77.247,0.30441
10.4812,5.01259,77.355,0.28009
10.5582,5.00713,74.493,0.2741
10.7867,5.02905,75.401,0.29483
11.1784,5.05456,77.828,0.33447
10.3743,4.93595,77.549,0.2715
10.8168,5.03092,74.967,0.29603
11.4809,5.03199,72.742,0.3404
10.1327,4.97186,74.6834,0.24343
10.8656,4.99145,76.271,0.30532
10.3704,5.01744,78.343,0.2738
10.215,4.96393,72.4394,0.24458
10.7015,4.97161,76.946,0.29729
11.3486,5.01048,71.875,0.32906
10.1606,5.00443,78.8055,0.2587
9.72901,4.94257,77.3145,0.21877
10.336,5.01535,78.873,0.27242
10.9544,5.01207,74.465,0.31039
10.2108,4.95293,76.2573,0.25376
10.9186,4.97906,75.247,0.31021
11.8752,5.01751,72.451,0.37334
9.31394,4.91535,77.4655,0.18636
10.6873,4.99747,74.643,0.28622
11.3039,5.03256,73.843,0.33537
10.927,5.00444,74.011,0.30371
10.2193,4.97428,78.7962,0.26352
9.98439,4.9572,75.8573,0.23303
10.085,4.97962,77.3058,0.24838
10.3026,4.959,78.035,0.26955
10.9116,5.02349,75.584,0.30952
10.0957,4.93738,78.0497,0.25222
10.7209,5.00929,75.019,0.29111
10.1873,4.97761,73.0815,0.24185
9.84655,4.97454,75.71,0.22402
10.6606,4.98396,75.264,0.28767
10.1897,4.98392,75.8331,0.25094
11.1648,5.00803,76.576,0.33425
9.74305,4.9314,77.2053,0.21931
10.5351,5.03391,73.883,0.27117
10.3191,4.97263,73.593,0.25464
10.5794,5.00471,74.578,0.27863
10.0874,4.99064,74.7214,0.23927
10.1605,4.96377,75.406,0.24669
10.1915,4.99582,74.3314,0.24611
10.233,4.97899,77.8151,0.26091
11.2685,5.0082,74.868,0.33467
10.0192,4.96216,79.2473,0.24801
10.5056,4.97353,75.324,0.27314
10.0436,4.98075,79.7481,0.25329
9.5667,4.92066,78.4583,0.207
12.057,5.06066,71.003,0.37482
10.9876,5.00444,73.157,0.30422
9.62696,4.95841,80.386,0.21936
10.7451,4.95116,75.245,0.29389
10.2598,4.9918,76.2533,0.25986
9.83442,4.96263,80.1644,0.23526
10.4582,5.00306,77.867,0.2823
10.9711,5.0346,75.089,0.31315
10.0378,4.94022,77.3334,0.24296
10.168,4.94878,77.637,0.25526
10.5456,4.94214,74.939,0.27722
10.9354,4.98908,73.996,0.30353
10.0928,4.95583,76.5389,0.24591
10.7706,4.99202,73.24,0.2905
10.2413,5.05665,76.8948,0.25751
10.0495,4.9381,76.9178,0.24365
10.7875,4.98522,77.618,0.30739
11.6587,4.98051,76.171,0.37184
10.3666,4.9457,72.914,0.25706
9.9721,4.96966,79.1375,0.24331
9.51996,4.95147,78.0043,0.20316
10.2526,4.97591,77.1951,0.26114
10.848,4.98873,75.835,0.30447
9.70939,4.95648,77.2483,0.21658
10.816,4.96463,73.697,0.29382
11.6047,4.98645,73.582,0.35811
9.84009,4.96524,77.0391,0.22697
11.0014,4.98573,75.401,0.31621
10.3354,4.9779,77.333,0.26888
9.93707,4.9535,78.3773,0.2384
9.95764,4.97739,80.4758,0.2481
10.5939,5.00444,76.538,0.28722
10.44,5.02075,77.004,0.27407
10.8537,4.9997,75.989,0.30526
10.8962,4.97859,73.194,0.29951
11.0243,5.0294,73.241,0.30415
10.1976,4.97218,79.0724,0.26174
10.2979,4.95755,78.829,0.27022
10.9795,5.03001,72.642,0.30251
10.8362,4.95881,74.291,0.2976
10.8556,5.0079,75.532,0.303
10.099,4.99086,77.3527,0.24776
10.681,4.96658,76.33,0.29569
11.0456,4.95958,74.959,0.31644
10.5886,4.99019,78.502,0.2924
10.3637,4.96289,77.214,0.27116
11.0617,5.01835,74.338,0.31727
10.193,4.97118,78.3283,0.25918
10.7444,4.98709,73.717,0.28466
9.67325,4.94782,81.3675,0.22375
10.7424,4.94663,75.777,0.29852
10.1818,5.00692,77.7854,0.25764
10.1525,4.96923,76.0893,0.24944
10.2285,4.98522,75.8493,0.25456
10.9955,5.00389,74.294,0.30613
10.6957,4.96827,73.87,0.28218
10.4569,4.97815,73.783,0.26456
10.715,5.02499,74.198,0.28554
10.8812,5.03547,70.627,0.28515
11.1006,5.0254,80.037,0.34189
10.5035,5.0197,77.415,0.28044
9.24284,4.92224,79.8393,0.18575
10.0566,5.0153,79.5916,0.25381
9.88511,4.9323,76.4935,0.22783
10.6188,4.97888,75.613,0.288
9.97999,5.02058,77.9225,0.23991
11.1886,5.0043,73.473,0.31794
10.3499,4.98198,77.912,0.27101
9.81963,5.01604,76.8195,0.22498
10.5052,5.00086,77.783,0.28067
10.4462,4.98302,77.403,0.27765
10.1742,4.95749,78.7545,0.25987
9.35454,4.9297,78.1693,0.19047
10.6662,4.99192,73.762,0.28176
10.5422,5.01741,74.445,0.2719
10.6831,4.97822,73.811,0.28521
9.79865,4.96611,77.7057,0.22551
10.6271,5.02715,77.784,0.29322
11.54,4.99992,72.267,0.34716
10.1803,4.95685,74.7873,0.24563
10.6632,4.92479,74.271,0.28581
9.69008,4.9195,75.694,0.21083
10.1451,4.99252,77.726,0.25378
10.8144,5.00605,76.784,0.30681
9.00594,4.94217,79.08379,0.164
9.77485,4.95962,78.1328,0.22385
10.3816,4.97322,80.313,0.28317
10.4661,5.00163,77.421,0.2792
11.009,4.99997,76.177,0.31641
11.6648,5.02917,74.024,0.36029
11.0992,5.02252,72.4,0.30879
9.82761,5.00379,74.7,0.21917
11.5887,5.0769,72.693,0.34725
10.9203,4.99069,73.866,0.30406
11.1222,4.9864,73.667,0.31743
9.90986,4.9824,76.5939,0.23211
9.94385,4.95671,78.0639,0.23749
10.5027,5.02259,76.177,0.27447
10.2562,4.98426,76.9216,0.26004
11.4215,5.04592,74.193,0.34074
10.2347,4.97893,75.8992,0.25546
10.1597,4.97816,76.0553,0.24907
11.1345,5.00117,76.751,0.33272
10.7156,5.04174,74.527,0.28787
11.0055,5.01293,75.45,0.31687
10.4442,4.98321,75.926,0.27077
10.4757,5.01228,76.084,0.27338
11.1523,5.02976,73.507,0.31794
10.5332,4.98876,75.042,0.27456
9.37183,4.9488,77.4486,0.18936
10.2622,5.02232,78.337,0.26477
9.69426,4.963,77.2508,0.21526
11.6896,5.02634,71.253,0.3482
11.1556,5.02041,72.587,0.31491
10.6729,4.99054,78.033,0.2988
10.7816,4.98322,75.893,0.29699
12.0521,5.0131,71.622,0.38842
10.391,4.95486,76.817,0.27301
10.8704,5.00972,72.978,0.29541
10.118,4.98292,76.4396,0.24765
10.2883,4.96049,76.355,0.26175
10.4379,5.01478,77.688,0.27839
10.3962,4.99095,78.791,0.27983
10.7255,4.98777,77.323,0.29845
9.72041,4.90449,78.2915,0.21952
9.90495,4.91653,79.1691,0.23725
10.3546,4.97626,78.656,0.27364
9.95782,4.95675,77.269,0.23764
9.82228,4.937,78.4848,0.23082
10.0716,4.97759,75.13,0.23933
10.4667,4.95178,79.651,0.28816
10.7196,4.9845,75.978,0.29302
10.2667,4.97395,76.0124,0.25829
10.7357,4.97958,75.988,0.29285
10.5361,5.02574,73.207,0.2693
10.3376,4.98051,75.83,0.26147
10.7051,4.99473,73.848,0.28717
10.3777,5.00794,76.901,0.26869
9.77623,4.98521,76.8216,0.21954
10.3351,5.01743,78.584,0.27262
11.1871,4.9987,75.933,0.33782
10.479,4.98411,77.401,0.2803
10.7295,4.97865,76.632,0.29271
11.5091,4.98467,73.689,0.34943
10.7413,5.02934,77.072,0.30039
9.72199,4.9207,77.9713,0.22031
10.2185,4.97471,77.2121,0.2583
10.5699,4.98928,75.253,0.27968
9.9633,4.95977,77.3767,0.23827
10.1995,4.94719,77.9836,0.25805
9.91383,4.8965,79.4402,0.23993
11.2506,5.02731,73.183,0.32467
10.6188,4.98703,75.652,0.28351
10.6347,5.04135,74.606,0.27818
10.8063,5.0177,70.476,0.28083
10.339,4.97618,78.291,0.27178
10.1382,5.01263,77.9158,0.25393
10.8843,4.97549,74.986,0.30727
10.9192,4.99438,72.983,0.29663
10.6342,4.9884,75.29,0.28357
10.4169,4.97129,75.453,0.27002
11.0607,5.00417,71.901,0.30348
11.309,5.04322,74.951,0.33414
10.6034,4.97292,76.152,0.28267
10.0748,4.91686,77.8961,0.24854
11.8388,5.07479,73.735,0.37011
10.3174,4.93215,75.077,0.25831
10.7947,5.00696,72.358,0.28894
11.0323,5.02412,75.172,0.31445
9.94696,4.97222,76.9919,0.23439
9.68889,4.93785,77.3084,0.21431
11.3485,5.05029,76.052,0.34175
10.4493,4.95941,74.605,0.26975
11.4851,4.9798,71.381,0.33526
9.96961,4.9736,75.2232,0.23128
11.0537,4.98903,71.881,0.31012
10.7074,5.00561,77.314,0.29805
11.1347,4.99275,73.922,0.31737
10.6316,4.96925,73.358,0.27859
10.0889,4.95707,78.9347,0.25278
11.1012,4.96311,75.532,0.32715
9.79127,4.93802,74.5526,0.21518
9.94379,4.96844,78.4135,0.23949
10.8447,4.9987,74.08,0.30015
9.99346,4.98701,77.9301,0.24135
10.3357,4.96746,75.153,0.26097
9.9167,4.96158,77.1856,0.23399
9.96922,4.9917,77.8552,0.23955
11.034,5.02481,76.422,0.31997
10.7974,4.97041,76.603,0.30146
10.73,5.01093,75.436,0.29051
9.84143,4.97539,75.6138,0.22358
10.3565,5.03141,77.452,0.26711
9.8994,5.00226,78.0141,0.23322
10.1663,4.94964,77.254,0.25257
10.3315,4.95219,72.762,0.25288
12.2666,4.99534,70.533,0.39307
10.2435,4.9528,76.7404,0.25851
11.613,5.04569,73.314,0.34795
10.5635,4.98958,75.936,0.2818
10.2203,4.95104,77.5975,0.25898
11.489,5.00256,71.118,0.34229
10.0036,4.98323,74.7723,0.23314
11.3219,4.99332,76.024,0.34292
10.0278,4.96767,77.5495,0.24495
10.1179,4.99961,78.5877,0.25477
10.4882,4.99824,76.716,0.27825
10.3247,4.96132,72.952,0.25235
10.1046,4.96945,77.0039,0.24717
9.32226,4.92645,79.7344,0.19282
10.6359,4.99274,76.488,0.28835
10.8232,5.04848,76.805,0.30466
9.57284,4.95139,80.1452,0.21462
9.98529,4.97092,76.9869,0.23773
10.579,4.97829,74.091,0.27522
9.9618,5.02143,77.4517,0.23848
10.7103,4.97443,73.062,0.27892
10.6536,5.01282,74.041,0.28963
10.295,4.98499,77.556,0.26419
9.51178,4.99429,81.3703,0.21213
10.3894,4.95632,75.151,0.26219
10.6614,5.05575,78.118,0.29705
10.0927,4.97417,77.1006,0.2468
10.2072,5.03539,78.3407,0.25985
10.4891,5.01448,74.98,0.27177
9.86648,4.94787,76.136,0.22599
9.49912,4.93736,76.1325,0.19624
10.1601,4.99502,77.4919,0.25484
11.4316,4.96802,74.604,0.34653
10.4751,4.99887,74.52,0.26931
10.0733,4.99361,77.3039,0.24753
10.5345,5.03196,76.872,0.28349
10.5607,5.0039,75.421,0.27956
9.9365,4.94043,76.3503,0.23074
10.7287,4.99326,75.259,0.29326
11.8776,4.98926,73.15,0.38241
11.5171,5.03601,73.493,0.34741
10.1073,4.98624,75.2462,0.24349
10.7529,5.03598,76.724,0.29745
10.5358,4.99513,74.645,0.27349
10.9395,5.04714,75.105,0.30499
10.0175,4.94529,76.7042,0.24034
11.5892,5.00899,74.519,0.35838
12.0199,5.00182,71.978,0.38367
9.98911,4.94336,76.6661,0.23656
10.9757,5.07635,72.74,0.30132
10.1412,4.95178,77.2566,0.25216
10.0423,4.93534,77.7605,0.24666
9.86447,4.96263,76.9132,0.22789
10.5366,4.96841,74.852,0.27551
9.97415,4.98309,76.0953,0.2351
12.0055,5.03248,72.909,0.38085
9.89522,4.92552,75.1284,0.22473
10.1645,4.95668,75.4152,0.24781
10.2336,5.01177,76.5257,0.25499
10.7711,5.01477,74.278,0.292
10.7213,5.0019,74.672,0.28877
10.4739,5.00289,78.7,0.28399
9.69354,4.9318,80.3162,0.22446
10.1807,4.9357,76.024,0.25268
10.4207,4.96686,76.57,0.27363
10.5076,4.96247,78.079,0.28449
9.265,4.96038,79.6678,0.18752
10.4838,4.93311,74.886,0.27167
9.53836,4.986,77.7178,0.20371
10.1743,4.98382,77.6856,0.25426
9.85233,4.94324,77.3279,0.22706
10.4632,5.02125,76.928,0.27914
10.9998,5.02567,76.549,0.32058
9.53631,4.94203,79.4427,0.20861
10.1982,5.01595,76.7047,0.25475
10.143,4.96928,77.8181,0.25377
10.326,4.94845,78.866,0.27137
10.2617,5.00277,77.769,0.2635
11.5005,5.07903,74.018,0.34513
10.5409,4.99678,78.31,0.28548
9.69389,4.96266,78.4773,0.21916
12.0945,5.10351,74.247,0.38844
10.2291,4.98376,80.794,0.27001
10.7363,5.05971,75.619,0.2925
10.4718,4.95881,74.522,0.26976
10.4708,4.99869,76.669,0.27328
10.2665,4.94143,76.6218,0.25916
9.85435,5.00061,77.1147,0.22894
10.4833,4.97895,78.028,0.2836
11.0507,4.99569,73.979,0.31547
10.2383,5.00483,76.1754,0.25542
12.0489,5.03554,73.74,0.39224
11.2288,4.98818,74.11,0.33092
11.0629,4.98131,74.956,0.32087
10.136,5.01494,78.8875,0.25687
11.8779,5.04816,69.723,0.35668
10.9014,4.96381,74.933,0.30224
10.5342,4.95074,75.936,0.2797
11.528,5.00357,70.493,0.33808
10.4058,4.9724,76.518,0.27385
10.5886,5.02217,76.716,0.28655
10.1999,4.96355,79.2653,0.26523
9.57275,4.95182,78.5737,0.20822
10.5361,5.03569,77.346,0.28434
9.54267,4.95652,77.1467,0.20284
10.6347,5.02413,76.725,0.28907
9.85772,4.9923,77.0401,0.22756
10.3662,4.97065,75.08,0.2625
9.89123,4.93091,75.5189,0.22595
10.8092,4.96263,72.454,0.28961
10.4414,4.99432,75.326,0.26947
9.46063,4.94672,75.6544,0.19213
10.4546,4.96334,76.694,0.27522
9.94726,4.98456,78.4816,0.23914
11.267,5.03935,72.411,0.32042
10.9644,5.00145,77.191,0.31842
10.5116,5.02409,77.446,0.28206
10.4989,4.98455,77.406,0.28181
10.4321,5.01035,74.544,0.27047
10.2016,4.99476,78.4526,0.26165
11.4906,5.01255,71.751,0.3426
9.3052,4.96896,79.5202,0.19038
11.2235,4.99719,74.712,0.32846
9.90804,4.96042,78.4946,0.23736
10.7534,4.99616,76.407,0.29793
9.8805,4.97377,78.4861,0.23434
11.659,5.08257,73.738,0.35672
10.3592,4.97696,80.215,0.2803
10.1943,4.93708,76.1194,0.25273
10.6199,4.99921,75.97,0.28497
11.6155,4.98234,76.513,0.36945
10.075,4.98092,76.1777,0.24138
10.0268,4.96032,79.2727,0.2477
11.1547,5.06198,76.791,0.33272
10.7469,5.00287,72.807,0.28272
9.909,5.01503,76.6958,0.2303
9.47705,4.98622,77.3688,0.19964
10.6094,4.97314,74.194,0.27777
10.3608,4.99463,76.833,0.26868
10.89,5.05721,77.087,0.30982
10.4439,4.99847,79.124,0.28199
9.76831,4.9844,76.0222,0.21898
10.1209,4.98998,74.8987,0.24168
10.7654,4.99074,76.087,0.29928
10.8195,4.97957,74.769,0.29803
9.92412,4.95213,77.5994,0.23306
10.8577,4.99136,74.436,0.29883
10.4069,4.99613,78.527,0.27665
9.81206,4.93912,79.2579,0.23208
9.74647,4.93632,75.5074,0.21343
10.4047,4.96145,77.235,0.27156
10.1577,4.9605,77.4856,0.25499
11.5222,5.00273,73.366,0.35401
10.7698,4.99858,80.025,0.31428
10.7585,4.99241,73.851,0.29115
10.2198,4.99068,77.209,0.25828
10.6685,4.99458,77.119,0.29614
10.8404,4.94135,72.847,0.29373
10.4634,5.00079,76.719,0.27592
11.2636,5.02775,74.518,0.33078
10.204,4.97423,76.602,0.25571
10.0314,4.98078,77.5552,0.24331
10.9134,5.00102,70.515,0.28681
10.1785,4.92135,77.1026,0.25558
11.5725,5.05389,76.561,0.36791
11.9198,4.99745,70.748,0.37049
11.5715,5.05342,69.855,0.34966
10.7959,5.00055,77.24,0.30575
11.4092,5.05305,72.138,0.33064
10.3636,4.97972,75.792,0.26434
11.5435,4.99836,75.713,0.36548
10.8444,4.98928,75.114,0.30135
10.578,4.9891,77.612,0.28822
9.95913,4.96693,76.2577,0.23394
9.99826,4.96919,80.5982,0.25189
10.1106,4.99989,75.3933,0.2427
10.0229,4.97813,77.3146,0.24327
10.2085,5.04458,77.5084,0.25758
10.7541,4.95374,72.698,0.28574
10.1668,4.97123,78.3383,0.25669
10.1566,4.98095,76.7415,0.25091
10.5576,5.00031,76.821,0.28234
10.0697,4.95895,75.6617,0.23983
9.89736,4.91874,78.705,0.23664
10.3612,4.96672,79.672,0.27888
10.9098,5.01389,72.222,0.29288
11.1979,5.00897,74.839,0.32503
10.643,4.97526,76.937,0.29105
9.90138,4.99761,77.2077,0.23215
10.5343,5.00722,79.775,0.29561
10.2061,4.92745,81.003,0.2699
11.12,5.01275,74.496,0.32256
10.2431,4.94437,75.2878,0.25368
10.5011,5.01367,76.285,0.26853
9.33969,4.92782,80.336,0.19372
10.3823,5.00788,73.902,0.25815
9.7505,4.95587,76.6456,0.21745
11.6428,5.01645,71.963,0.3554
10.2294,5.01235,75.9217,0.25276
10.3143,5.01992,75.134,0.25985
11.4322,4.99473,71.47,0.3353
11.3686,5.06398,74.95,0.34065
10.8073,4.94024,77.222,0.31013
11.0816,5.00435,75.792,0.32589
9.71932,4.98645,79.3206,0.22511
10.804,5.00459,75.159,0.29698
10.2253,4.99069,77.2491,0.25927
9.9459,4.9577,78.3341,0.23917
10.1968,4.97576,79.1603,0.26138
9.39388,4.96387,79.4875,0.19692
9.41639,4.96181,78.6919,0.1965
10.8856,5.00547,76.28,0.30968
10.3995,4.97502,75.766,0.26708
10.3928,5.0527,77.399,0.27044
10.6541,4.9468,75.39,0.28964
9.71647,5.0161,77.901,0.21904
12.0943,5.02327,70.606,0.37963
9.88974,4.92276,78.6709,0.23521
10.7404,4.99906,72.259,0.28031
10.3157,4.96791,76.063,0.26314
9.85137,4.97142,77.6223,0.22903
10.1955,4.93527,77.0808,0.25649
10.3526,5.01249,77.242,0.26985
11.1764,5.07531,75.151,0.3274
10.9172,5.00035,75.431,0.30693
11.5235,4.97462,72.674,0.34834
11.5444,5.00548,73.383,0.35259
9.71218,4.95106,77.365,0.21695
9.93002,4.95285,75.7246,0.23004
10.5076,4.97983,76.314,0.28045
10.0552,4.93516,76.8518,0.24364
10.4481,4.93717,76.231,0.27581
10.0566,5.04964,78.3946,0.24829
11.7211,5.08468,72.461,0.35644
10.6772,4.97367,74.044,0.285
10.1769,4.99188,76.3584,0.25257
10.8522,5.00728,73.569,0.29888
10.1772,4.96421,74.2026,0.244
10.0374,4.9709,78.0159,0.2462
10.5063,4.97652,75.747,0.27504
10.7896,5.03022,75.502,0.29803
10.7894,4.98848,74.103,0.28583
10.1047,5.02139,77.3834,0.24822
11.8325,5.00611,74.743,0.37946
10.6839,5.01516,73.898,0.28283
10.4271,4.97152,77.181,0.27438
11.9593,5.06765,72.608,0.38095
10.1765,5.0247,77.2965,0.25326
10.5744,4.95949,75.546,0.2827
10.1975,4.96526,77.7771,0.2598
9.83329,4.94609,78.9757,0.23214
10.6746,5.0116,74.469,0.28361
9.93792,4.96321,75.3148,0.22986
9.93044,5.0173,77.586,0.23549
11.1348,5.03007,77.034,0.32905
10.2038,4.97474,76.6566,0.25412
10.7268,4.94925,75.97,0.29484
9.80693,4.9685,76.3313,0.22134
10.197,5.00263,78.7766,0.26289
10.1689,4.95091,76.6329,0.25068
9.67425,4.96814,79.0206,0.21906
10.0484,4.9718,74.2782,0.23552
11.1411,5.04115,80.53,0.34609
10.2138,4.947,77.0447,0.25628
10.8568,5.03228,76.923,0.30844
9.31314,4.97264,77.9639,0.18707
10.403,4.93395,75.362,0.26465
10.3024,5.03788,79.364,0.27144
10.7453,5.00487,74.377,0.28921
10.5491,5.00652,75.425,0.27946
10.0007,4.97182,75.5364,0.23555
10.3964,4.98762,75.449,0.26466
11.3628,4.99892,77.651,0.3532
10.6752,5.04603,74.041,0.28067
10.9326,4.99919,79.85,0.32526
10.4112,5.01175,75.396,0.26748
11.8327,5.04598,73.622,0.37448
9.63884,4.9719,75.7373,0.20598
10.905,4.98807,73.753,0.3021
9.585,4.94226,76.9774,0.20485
10.0627,4.97628,76.6637,0.24346
10.3839,4.97547,75.58,0.26647
10.384,4.97234,74.909,0.26531
10.8239,4.97464,76.152,0.30194
9.87631,4.97491,76.6437,0.22829
10.7772,4.99041,73.693,0.29091
11.0865,4.99462,76.174,0.32572
10.135,4.95586,76.3643,0.24603
9.38793,4.96092,79.1072,0.19574
10.4483,5.00097,77.783,0.27692
10.0677,4.96197,77.3747,0.24791
10.9289,4.99268,71.215,0.29174
10.9017,4.98591,73.626,0.30046
10.5098,4.98398,73.998,0.27204
10.1497,4.96106,76.0613,0.24891
10.6405,5.02358,75.49,0.28414
10.9094,5.01941,73.501,0.30031
10.3517,5.01789,78.841,0.27534
10.8424,4.99559,73.107,0.29456
10.6941,5.02027,76.837,0.29419
10.9876,4.99933,72.323,0.30752
10.174,4.93698,74.4037,0.24363
10.2609,4.96772,77.53,0.26139
11.0407,5.00759,78.327,0.32754
10.2463,4.96162,75.713,0.25487
10.2565,4.98836,76.1374,0.2583
11.4276,5.00693,72.815,0.33859
9.85472,4.93848,75.5876,0.22444
