Ioff,Ion,SS,Vth,Vth2
-9.72199,-4.92070,77.97130,0.22031,0.33882
-10.21850,-4.97471,77.21210,0.25830,0.386652
-10.56990,-4.98928,75.25300,0.27968,0.411394
-9.96330,-4.95977,77.37670,0.23827,0.370881
-10.19950,-4.94719,77.98360,0.25805,0.377824
-9.91383,-4.89650,79.44020,0.23993,0.357681
-11.25060,-5.02731,73.18300,0.32467,0.455285
-10.61880,-4.98703,75.65200,0.28351,0.415807
-10.63470,-5.04135,74.60600,0.27818,0.416358
-10.80630,-5.01770,70.47600,0.28083,0.412258
-10.33900,-4.97618,78.29100,0.27178,0.408805
-10.13820,-5.01263,77.91580,0.25393,0.393543
-10.88430,-4.97549,74.98600,0.30727,0.437257
-10.91920,-4.99438,72.98300,0.29663,0.425348
-10.63420,-4.98840,75.29000,0.28357,0.408817
-10.41690,-4.97129,75.45300,0.27002,0.39965
-11.06070,-5.00417,71.90100,0.30348,0.427413
-11.30900,-5.04322,74.95100,0.33414,0.471165
-10.60340,-4.97292,76.15200,0.28267,0.409118
-10.07480,-4.91686,77.89610,0.24854,0.366772
-11.83880,-5.07479,73.73500,0.37011,0.506979
-10.31740,-4.93215,75.07700,0.25831,0.368239
-10.79470,-5.00696,72.35800,0.28894,0.417746
-11.03230,-5.02412,75.17200,0.31445,0.451324
-9.94696,-4.97222,76.99190,0.23439,0.357861
-9.68889,-4.93785,77.30840,0.21431,0.337228
-11.34850,-5.05029,76.05200,0.34175,0.480106
-10.44930,-4.95941,74.60500,0.26975,0.402647
-11.48510,-4.97980,71.38100,0.33526,0.458098
-9.96961,-4.97360,75.22320,0.23128,0.357884
-11.05370,-4.98903,71.88100,0.31012,0.430369
-10.70740,-5.00561,77.31400,0.29805,0.426765
-11.13470,-4.99275,73.92200,0.31737,0.439869
-10.63160,-4.96925,73.35800,0.27859,0.390413
-10.08890,-4.95707,78.93470,0.25278,0.383417
-11.10120,-4.96311,75.53200,0.32715,0.442054
-9.79127,-4.93802,74.55260,0.21518,0.332955
-9.94379,-4.96844,78.41350,0.23949,0.37367
-10.84470,-4.99870,74.08000,0.30015,0.427961
-9.99346,-4.98701,77.93010,0.24135,0.374568
-10.33570,-4.96746,75.15300,0.26097,0.389919
-9.91670,-4.96158,77.18560,0.23399,0.368886
-9.96922,-4.99170,77.85520,0.23955,0.380532
-11.03400,-5.02481,76.42200,0.31997,0.455917
-10.79740,-4.97041,76.60300,0.30146,0.420045
-10.73000,-5.01093,75.43600,0.29051,0.420223
-9.84143,-4.97539,75.61380,0.22358,0.364651
-10.35650,-5.03141,77.45200,0.26711,0.405384
-9.89940,-5.00226,78.01410,0.23322,0.365554
-10.16630,-4.94964,77.25400,0.25257,0.38206
-10.33150,-4.95219,72.76200,0.25288,0.365353
-12.26660,-4.99534,70.53300,0.39307,0.502514
-10.24350,-4.95280,76.74040,0.25851,0.379573
-11.61300,-5.04569,73.31400,0.34795,0.49656
-10.56350,-4.98958,75.93600,0.28180,0.409482
-10.22030,-4.95104,77.59750,0.25898,0.38025
-11.48900,-5.00256,71.11800,0.34229,0.457262
-10.00360,-4.98323,74.77230,0.23314,0.360025
-11.32190,-4.99332,76.02400,0.34292,0.464531
-10.02780,-4.96767,77.54950,0.24495,0.386698
-10.11790,-4.99961,78.58770,0.25477,0.39645
-10.48820,-4.99824,76.71600,0.27825,0.415033
-10.32470,-4.96132,72.95200,0.25235,0.370482
-10.10460,-4.96945,77.00390,0.24717,0.381243
-9.32226,-4.92645,79.73440,0.19282,0.327166
-10.63590,-4.99274,76.48800,0.28835,0.416687
-10.82320,-5.04848,76.80500,0.30466,0.450715
-9.57284,-4.95139,80.14520,0.21462,0.353569
-9.98529,-4.97092,76.98690,0.23773,0.374441
-10.57900,-4.97829,74.09100,0.27522,0.406054
-9.96180,-5.02143,77.45170,0.23848,0.380598
-10.71030,-4.97443,73.06200,0.27892,0.398458
-10.65360,-5.01282,74.04100,0.28963,0.431392
-10.29500,-4.98499,77.55600,0.26419,0.396543
-9.51178,-4.99429,81.37030,0.21213,0.351025
-10.38940,-4.95632,75.15100,0.26219,0.388631
-10.66140,-5.05575,78.11800,0.29705,0.439418
-10.09270,-4.97417,77.10060,0.24680,0.375802
-10.20720,-5.03539,78.34070,0.25985,0.402592
-10.48910,-5.01448,74.98000,0.27177,0.401484
-9.86648,-4.94787,76.13600,0.22599,0.349781
-9.49912,-4.93736,76.13250,0.19624,0.31757
-10.16010,-4.99502,77.49190,0.25484,0.38754
-11.43160,-4.96802,74.60400,0.34653,0.471801
-10.47510,-4.99887,74.52000,0.26931,0.39946
-10.07330,-4.99361,77.30390,0.24753,0.378562
-10.53450,-5.03196,76.87200,0.28349,0.429929
-10.56070,-5.00390,75.42100,0.27956,0.414205
-9.93650,-4.94043,76.35030,0.23074,0.34937
-10.72870,-4.99326,75.25900,0.29326,0.41829
-11.87760,-4.98926,73.15000,0.38241,0.5045
-11.51710,-5.03601,73.49300,0.34741,0.477069
-10.10730,-4.98624,75.24620,0.24349,0.382213
-10.75290,-5.03598,76.72400,0.29745,0.431761
-10.53580,-4.99513,74.64500,0.27349,0.408885
-10.93950,-5.04714,75.10500,0.30499,0.439191
-10.01750,-4.94529,76.70420,0.24034,0.358436
-11.58920,-5.00899,74.51900,0.35838,0.488016
-12.01990,-5.00182,71.97800,0.38367,0.502128
-9.98911,-4.94336,76.66610,0.23656,0.363002
-10.97570,-5.07635,72.74000,0.30132,0.434929
-10.14120,-4.95178,77.25660,0.25216,0.384073
-10.04230,-4.93534,77.76050,0.24666,0.38026
-9.86447,-4.96263,76.91320,0.22789,0.352907
-10.53660,-4.96841,74.85200,0.27551,0.397674
-9.97415,-4.98309,76.09530,0.23510,0.372691
-12.00550,-5.03248,72.90900,0.38085,0.512502
-9.89522,-4.92552,75.12840,0.22473,0.339563
-10.16450,-4.95668,75.41520,0.24781,0.371675
-10.23360,-5.01177,76.52570,0.25499,0.392626
-10.77110,-5.01477,74.27800,0.29200,0.418466
-10.72130,-5.00190,74.67200,0.28877,0.414464
-10.47390,-5.00289,78.70000,0.28399,0.43091
-9.69354,-4.93180,80.31620,0.22446,0.360124
-10.18070,-4.93570,76.02400,0.25268,0.376794
-10.42070,-4.96686,76.57000,0.27363,0.402479
-10.50760,-4.96247,78.07900,0.28449,0.425989
-9.26500,-4.96038,79.66780,0.18752,0.325664
-10.48380,-4.93311,74.88600,0.27167,0.379728
-9.53836,-4.98600,77.71780,0.20371,0.334564
-10.17430,-4.98382,77.68560,0.25426,0.38984
-9.85233,-4.94324,77.32790,0.22706,0.34801
-10.46320,-5.02125,76.92800,0.27914,0.416959
-10.99980,-5.02567,76.54900,0.32058,0.450561
-9.53631,-4.94203,79.44270,0.20861,0.335829
-10.19820,-5.01595,76.70470,0.25475,0.387524
-10.14300,-4.96928,77.81810,0.25377,0.388622
-10.32600,-4.94845,78.86600,0.27137,0.39644
-10.26170,-5.00277,77.76900,0.26350,0.397939
-11.50050,-5.07903,74.01800,0.34513,0.487178
-10.54090,-4.99678,78.31000,0.28548,0.416798
-9.69389,-4.96266,78.47730,0.21916,0.353425
-12.09450,-5.10351,74.24700,0.38844,0.541694
-10.22910,-4.98376,80.79400,0.27001,0.407459
-10.73630,-5.05971,75.61900,0.29250,0.433298
-10.47180,-4.95881,74.52200,0.26976,0.389561
-10.47080,-4.99869,76.66900,0.27328,0.404413
-10.26650,-4.94143,76.62180,0.25916,0.388109
-9.85435,-5.00061,77.11470,0.22894,0.374769
-10.48330,-4.97895,78.02800,0.28360,0.405498
-11.05070,-4.99569,73.97900,0.31547,0.441136
-10.23830,-5.00483,76.17540,0.25542,0.392269
-12.04890,-5.03554,73.74000,0.39224,0.520706
-11.22880,-4.98818,74.11000,0.33092,0.461285
-11.06290,-4.98131,74.95600,0.32087,0.447063
-10.13600,-5.01494,78.88750,0.25687,0.398423
-11.87790,-5.04816,69.72300,0.35668,0.474644
-10.90140,-4.96381,74.93300,0.30224,0.424127
-10.53420,-4.95074,75.93600,0.27970,0.399044
-11.52800,-5.00357,70.49300,0.33808,0.461813
-10.40580,-4.97240,76.51800,0.27385,0.404381
-10.58860,-5.02217,76.71600,0.28655,0.426257
-10.19990,-4.96355,79.26530,0.26523,0.399832
-9.57275,-4.95182,78.57370,0.20822,0.336218
-10.53610,-5.03569,77.34600,0.28434,0.434464
-9.54267,-4.95652,77.14670,0.20284,0.33564
-10.63470,-5.02413,76.72500,0.28907,0.42935
-9.85772,-4.99230,77.04010,0.22756,0.361524
-10.36620,-4.97065,75.08000,0.26250,0.388688
-9.89123,-4.93091,75.51890,0.22595,0.340995
-10.80920,-4.96263,72.45400,0.28961,0.410992
-10.44140,-4.99432,75.32600,0.26947,0.407604
-9.46063,-4.94672,75.65440,0.19213,0.317127
-10.45460,-4.96334,76.69400,0.27522,0.396654
-9.94726,-4.98456,78.48160,0.23914,0.369185
-11.26700,-5.03935,72.41100,0.32042,0.454746
-10.96440,-5.00145,77.19100,0.31842,0.451733
-10.51160,-5.02409,77.44600,0.28206,0.425278
-10.49890,-4.98455,77.40600,0.28181,0.413927
-10.43210,-5.01035,74.54400,0.27047,0.414304
-10.20160,-4.99476,78.45260,0.26165,0.405036
-11.49060,-5.01255,71.75100,0.34260,0.458179
-9.30520,-4.96896,79.52020,0.19038,0.326099
-11.22350,-4.99719,74.71200,0.32846,0.460166
-9.90804,-4.96042,78.49460,0.23736,0.374481
-10.75340,-4.99616,76.40700,0.29793,0.441751
-9.88050,-4.97377,78.48610,0.23434,0.372202
-11.65900,-5.08257,73.73800,0.35672,0.505452
-10.35920,-4.97696,80.21500,0.28030,0.421809
-10.19430,-4.93708,76.11940,0.25273,0.373488
-10.61990,-4.99921,75.97000,0.28497,0.418743
-11.61550,-4.98234,76.51300,0.36945,0.490621
-10.07500,-4.98092,76.17770,0.24138,0.377959
-10.02680,-4.96032,79.27270,0.24770,0.379082
-11.15470,-5.06198,76.79100,0.33272,0.481607
-10.74690,-5.00287,72.80700,0.28272,0.413894
-9.90900,-5.01503,76.69580,0.23030,0.36933
-9.47705,-4.98622,77.36880,0.19964,0.344203
-10.60940,-4.97314,74.19400,0.27777,0.406852
-10.36080,-4.99463,76.83300,0.26868,0.405987
-10.89000,-5.05721,77.08700,0.30982,0.444994
-10.44390,-4.99847,79.12400,0.28199,0.407621
-9.76831,-4.98440,76.02220,0.21898,0.35537
-10.12090,-4.98998,74.89870,0.24168,0.37189
-10.76540,-4.99074,76.08700,0.29928,0.427854
-10.81950,-4.97957,74.76900,0.29803,0.428531
-9.92412,-4.95213,77.59940,0.23306,0.354146
-10.85770,-4.99136,74.43600,0.29883,0.420917
-10.40690,-4.99613,78.52700,0.27665,0.409322
-9.81206,-4.93912,79.25790,0.23208,0.368395
-9.74647,-4.93632,75.50740,0.21343,0.328766
-10.40470,-4.96145,77.23500,0.27156,0.398369
-10.15770,-4.96050,77.48560,0.25499,0.382359
-11.52220,-5.00273,73.36600,0.35401,0.478615
-10.76980,-4.99858,80.02500,0.31428,0.453638
-10.75850,-4.99241,73.85100,0.29115,0.416308
-10.21980,-4.99068,77.20900,0.25828,0.387119
-10.66850,-4.99458,77.11900,0.29614,0.43998
-10.84040,-4.94135,72.84700,0.29373,0.414933
-10.46340,-5.00079,76.71900,0.27592,0.41613
-11.26360,-5.02775,74.51800,0.33078,0.461054
-10.20400,-4.97423,76.60200,0.25571,0.388874
-10.03140,-4.98078,77.55520,0.24331,0.378337
-10.91340,-5.00102,70.51500,0.28681,0.405028
-10.17850,-4.92135,77.10260,0.25558,0.375038
-11.57250,-5.05389,76.56100,0.36791,0.500654
-11.91980,-4.99745,70.74800,0.37049,0.488171
-11.57150,-5.05342,69.85500,0.34966,0.488617
-10.79590,-5.00055,77.24000,0.30575,0.436594
-11.40920,-5.05305,72.13800,0.33064,0.463601
-10.36360,-4.97972,75.79200,0.26434,0.393991
-11.54350,-4.99836,75.71300,0.36548,0.491104
-10.84440,-4.98928,75.11400,0.30135,0.433005
-10.57800,-4.98910,77.61200,0.28822,0.422434
-9.95913,-4.96693,76.25770,0.23394,0.363494
-9.99826,-4.96919,80.59820,0.25189,0.389575
-10.11060,-4.99989,75.39330,0.24270,0.378491
-10.02290,-4.97813,77.31460,0.24327,0.381799
-10.20850,-5.04458,77.50840,0.25758,0.400161
-10.75410,-4.95374,72.69800,0.28574,0.408066
-10.16680,-4.97123,78.33830,0.25669,0.387108
-10.15660,-4.98095,76.74150,0.25091,0.381832
-10.55760,-5.00031,76.82100,0.28234,0.415999
-10.06970,-4.95895,75.66170,0.23983,0.361609
-9.89736,-4.91874,78.70500,0.23664,0.358984
-10.36120,-4.96672,79.67200,0.27888,0.421623
-10.90980,-5.01389,72.22200,0.29288,0.421555
-11.19790,-5.00897,74.83900,0.32503,0.452283
-10.64300,-4.97526,76.93700,0.29105,0.419688
-9.90138,-4.99761,77.20770,0.23215,0.367458
-10.53430,-5.00722,79.77500,0.29561,0.434942
-10.20610,-4.92745,81.00300,0.26990,0.405417
-11.12000,-5.01275,74.49600,0.32256,0.457125
-10.24310,-4.94437,75.28780,0.25368,0.374216
-10.50110,-5.01367,76.28500,0.26853,0.405793
-9.33969,-4.92782,80.33600,0.19372,0.32075
-10.38230,-5.00788,73.90200,0.25815,0.392052
-9.75050,-4.95587,76.64560,0.21745,0.347959
-11.64280,-5.01645,71.96300,0.35540,0.484831
-10.22940,-5.01235,75.92170,0.25276,0.387404
-10.31430,-5.01992,75.13400,0.25985,0.394584
-11.43220,-4.99473,71.47000,0.33530,0.461027
-11.36860,-5.06398,74.95000,0.34065,0.482869
-10.80730,-4.94024,77.22200,0.31013,0.431138
-11.08160,-5.00435,75.79200,0.32589,0.453103
-9.71932,-4.98645,79.32060,0.22511,0.371287
-10.80400,-5.00459,75.15900,0.29698,0.418247
-10.22530,-4.99069,77.24910,0.25927,0.394503
-9.94590,-4.95770,78.33410,0.23917,0.375568
-10.19680,-4.97576,79.16030,0.26138,0.391165
-9.39388,-4.96387,79.48750,0.19692,0.329524
-9.41639,-4.96181,78.69190,0.19650,0.326513
-10.88560,-5.00547,76.28000,0.30968,0.438096
-10.39950,-4.97502,75.76600,0.26708,0.390529
-10.39280,-5.05270,77.39900,0.27044,0.415115
-10.65410,-4.94680,75.39000,0.28964,0.416156
-9.71647,-5.01610,77.90100,0.21904,0.359212
-12.09430,-5.02327,70.60600,0.37963,0.510139
-9.88974,-4.92276,78.67090,0.23521,0.35708
-10.74040,-4.99906,72.25900,0.28031,0.398182
-10.31570,-4.96791,76.06300,0.26314,0.393174
-9.85137,-4.97142,77.62230,0.22903,0.348941
-10.19550,-4.93527,77.08080,0.25649,0.381614
-10.35260,-5.01249,77.24200,0.26985,0.40971
-11.17640,-5.07531,75.15100,0.32740,0.466066
-10.91720,-5.00035,75.43100,0.30693,0.448616
-11.52350,-4.97462,72.67400,0.34834,0.464637
-11.54440,-5.00548,73.38300,0.35259,0.478012
-9.71218,-4.95106,77.36500,0.21695,0.340414
-9.93002,-4.95285,75.72460,0.23004,0.36043
-10.50760,-4.97983,76.31400,0.28045,0.413443
-10.05520,-4.93516,76.85180,0.24364,0.367907
-10.44810,-4.93717,76.23100,0.27581,0.400449
-10.05660,-5.04964,78.39460,0.24829,0.401625
-11.72110,-5.08468,72.46100,0.35644,0.494886
-10.67720,-4.97367,74.04400,0.28500,0.41604
-10.17690,-4.99188,76.35840,0.25257,0.377455
-10.85220,-5.00728,73.56900,0.29888,0.434011
-10.17720,-4.96421,74.20260,0.24400,0.371537
-10.03740,-4.97090,78.01590,0.24620,0.375275
-10.50630,-4.97652,75.74700,0.27504,0.402706
-10.78960,-5.03022,75.50200,0.29803,0.441296
-10.78940,-4.98848,74.10300,0.28583,0.401385
-10.10470,-5.02139,77.38340,0.24822,0.385154
-11.83250,-5.00611,74.74300,0.37946,0.508839
-10.68390,-5.01516,73.89800,0.28283,0.407228
-10.42710,-4.97152,77.18100,0.27438,0.398789
-11.95930,-5.06765,72.60800,0.38095,0.515386
-10.17650,-5.02470,77.29650,0.25326,0.389749
-10.57440,-4.95949,75.54600,0.28270,0.411829
-10.19750,-4.96526,77.77710,0.25980,0.392259
-9.83329,-4.94609,78.97570,0.23214,0.362719
-10.67460,-5.01160,74.46900,0.28361,0.408866
-9.93792,-4.96321,75.31480,0.22986,0.355298
-9.93044,-5.01730,77.58600,0.23549,0.374326
-11.13480,-5.03007,77.03400,0.32905,0.466256
-10.20380,-4.97474,76.65660,0.25412,0.382206
-10.72680,-4.94925,75.97000,0.29484,0.410357
-9.80693,-4.96850,76.33130,0.22134,0.350286
-10.19700,-5.00263,78.77660,0.26289,0.39983
-10.16890,-4.95091,76.63290,0.25068,0.373014
-9.67425,-4.96814,79.02060,0.21906,0.353907
-10.04840,-4.97180,74.27820,0.23552,0.358163
-11.14110,-5.04115,80.53000,0.34609,0.50108
-10.21380,-4.94700,77.04470,0.25628,0.370059
-10.85680,-5.03228,76.92300,0.30844,0.446218
-9.31314,-4.97264,77.96390,0.18707,0.32241
-10.40300,-4.93395,75.36200,0.26465,0.371384
-10.30240,-5.03788,79.36400,0.27144,0.42008
-10.74530,-5.00487,74.37700,0.28921,0.420995
-10.54910,-5.00652,75.42500,0.27946,0.409833
-10.00070,-4.97182,75.53640,0.23555,0.364633
-10.39640,-4.98762,75.44900,0.26466,0.399044
-11.36280,-4.99892,77.65100,0.35320,0.483469
-10.67520,-5.04603,74.04100,0.28067,0.416708
-10.93260,-4.99919,79.85000,0.32526,0.468913
-10.41120,-5.01175,75.39600,0.26748,0.407805
-11.83270,-5.04598,73.62200,0.37448,0.50398
-9.63884,-4.97190,75.73730,0.20598,0.332756
-10.90500,-4.98807,73.75300,0.30210,0.434927
-9.58500,-4.94226,76.97740,0.20485,0.326222
-10.06270,-4.97628,76.66370,0.24346,0.372034
-10.38390,-4.97547,75.58000,0.26647,0.396866
-10.38400,-4.97234,74.90900,0.26531,0.397713
-10.82390,-4.97464,76.15200,0.30194,0.420703
-9.87631,-4.97491,76.64370,0.22829,0.36218
-10.77720,-4.99041,73.69300,0.29091,0.416194
-11.08650,-4.99462,76.17400,0.32572,0.45029
-10.13500,-4.95586,76.36430,0.24603,0.372046
-9.38793,-4.96092,79.10720,0.19574,0.328246
-10.44830,-5.00097,77.78300,0.27692,0.411848
-10.06770,-4.96197,77.37470,0.24791,0.379989
-10.92890,-4.99268,71.21500,0.29174,0.422849
-10.90170,-4.98591,73.62600,0.30046,0.417759
-10.50980,-4.98398,73.99800,0.27204,0.400633
-10.14970,-4.96106,76.06130,0.24891,0.373913
-10.64050,-5.02358,75.49000,0.28414,0.429284
-10.90940,-5.01941,73.50100,0.30031,0.439453
-10.35170,-5.01789,78.84100,0.27534,0.430094
-10.84240,-4.99559,73.10700,0.29456,0.416183
-10.69410,-5.02027,76.83700,0.29419,0.438189
-10.98760,-4.99933,72.32300,0.30752,0.438871
-10.17400,-4.93698,74.40370,0.24363,0.35837
-10.26090,-4.96772,77.53000,0.26139,0.381312
-11.04070,-5.00759,78.32700,0.32754,0.464502
-10.24630,-4.96162,75.71300,0.25487,0.381156
-10.25650,-4.98836,76.13740,0.25830,0.398954
-11.42760,-5.00693,72.81500,0.33859,0.470669
-9.85472,-4.93848,75.58760,0.22444,0.350585
-11.19150,-4.95444,74.72800,0.32827,0.448033
-11.02880,-5.02846,73.83500,0.31201,0.44456
-10.30960,-4.98145,75.83700,0.26078,0.390409
-11.09860,-5.05702,76.89400,0.32661,0.470796
-9.39312,-4.99659,77.36360,0.19208,0.32907
-9.78081,-4.96095,75.77270,0.21755,0.342208
-11.71150,-4.97178,72.55900,0.36212,0.485179
-10.13450,-4.99178,74.55570,0.24200,0.368271
-10.51410,-4.97892,74.67900,0.27036,0.387558
-9.52191,-4.92756,78.05320,0.20342,0.330339
-10.79120,-4.92695,75.26300,0.29373,0.406224
-9.91404,-4.99926,76.08570,0.23008,0.363765
-10.66760,-4.97476,74.84900,0.28641,0.418648
-10.07200,-4.98265,78.55290,0.24875,0.38694
-10.40630,-4.98250,78.38000,0.27558,0.40466
-10.23530,-4.96239,74.55230,0.24992,0.377748
-10.55030,-5.00062,77.43700,0.28656,0.424419
-11.44690,-5.04281,69.28900,0.33286,0.472329
-10.31930,-4.96475,78.64400,0.27124,0.412045
-11.25580,-4.98618,73.67800,0.33112,0.459619
-9.74672,-4.97695,77.82090,0.22167,0.361915
-10.64310,-5.00804,73.20600,0.27779,0.407992
-10.69150,-4.98435,75.77200,0.29113,0.420532
-10.68660,-4.95847,74.08400,0.28228,0.407581
-10.69740,-4.97182,75.58100,0.29028,0.417267
-10.50510,-4.92453,77.07200,0.27875,0.398259
-9.35857,-4.94497,79.30470,0.19425,0.327303
-9.85710,-4.91147,76.36970,0.22516,0.341233
-10.22840,-5.02897,79.55090,0.26659,0.420809
-10.45510,-5.02930,75.66000,0.27223,0.411396
-10.02220,-4.93267,77.60370,0.24283,0.367811
-9.94092,-4.93199,77.55940,0.23510,0.355041
-10.97320,-5.02978,77.88600,0.32532,0.463778
-10.08380,-5.04116,73.69420,0.23481,0.372333
-10.19240,-4.96243,76.89410,0.25384,0.379754
-10.64740,-5.00201,75.24400,0.28598,0.411287
-10.70430,-4.98058,75.47800,0.28839,0.416663
-10.37360,-4.99010,76.75200,0.26883,0.391544
-10.66270,-4.99358,74.37300,0.28827,0.416054
-10.36330,-5.01491,76.14200,0.26404,0.398931
-9.72203,-4.95715,77.59410,0.21892,0.34821
-11.31930,-5.01580,72.04300,0.32704,0.461708
-10.12080,-4.95124,76.46710,0.24761,0.380343
-10.00820,-5.00245,76.37370,0.23924,0.378442
-9.66120,-4.91084,75.19540,0.20576,0.319256
-10.64950,-4.98886,76.40100,0.28878,0.417319
-9.52297,-4.92045,79.94830,0.20880,0.339055
-11.49630,-5.08231,75.63500,0.35909,0.49847
-9.77646,-4.96000,76.71620,0.22035,0.344876
-11.54670,-5.00663,73.43100,0.35298,0.478753
-10.28750,-5.01581,75.45340,0.25548,0.391766
-9.92556,-4.94310,79.37280,0.23880,0.359365
-11.17510,-5.00065,69.78600,0.30649,0.431974
-11.34660,-5.01440,75.13800,0.33773,0.480697
-10.10350,-5.00628,75.72550,0.24344,0.37548
-11.99120,-5.08990,72.93400,0.38200,0.513364
-11.11160,-5.03127,74.38500,0.31650,0.447905
-11.00740,-5.00035,75.02600,0.31398,0.436414
-10.94140,-5.02641,74.16000,0.30423,0.445207
-10.54260,-5.01856,80.42300,0.29442,0.43174
-10.11270,-4.95837,78.16550,0.25334,0.387492
-11.19290,-5.03589,73.14600,0.32813,0.462419
-10.19150,-4.98007,77.02910,0.25516,0.386218
-10.46310,-5.04079,73.40100,0.26295,0.40217
-10.14270,-4.99783,76.88700,0.25070,0.39032
-10.98960,-4.99536,71.59300,0.30215,0.430815
-10.48820,-5.00021,77.41900,0.28150,0.416435
-10.06600,-4.93325,76.03200,0.24068,0.374291
-10.80290,-4.99534,75.46900,0.29772,0.423212
-10.26080,-4.96214,76.52700,0.26114,0.386313
-9.85870,-5.00686,75.82710,0.22473,0.360933
-9.29992,-4.93004,82.46760,0.19689,0.334327
-10.99740,-5.02556,71.55600,0.29637,0.429862
-10.11760,-4.99314,74.76050,0.24125,0.367607
-9.94955,-4.93837,77.40180,0.23698,0.364096
-10.64430,-5.03638,76.22100,0.29134,0.43095
-9.64050,-4.96272,79.26760,0.21614,0.344359
-10.18620,-4.93660,75.92140,0.25127,0.380782
-10.03630,-4.98548,74.87520,0.23628,0.359256
-9.70090,-4.96000,78.86760,0.22014,0.350745
-11.24990,-5.00580,71.80200,0.32085,0.449373
-11.53190,-5.05326,71.63900,0.33843,0.470125
-9.56085,-4.93765,77.70690,0.20508,0.331832
-10.37520,-4.96238,75.37100,0.26265,0.381535
-10.49260,-4.97721,76.60100,0.27892,0.404999
-11.06990,-5.04826,75.50400,0.31944,0.456687
-10.83290,-4.99162,77.34300,0.30766,0.447406
-10.84840,-4.98981,73.52200,0.29204,0.415104
-11.18490,-4.98455,75.18400,0.32873,0.452667
-10.28640,-4.97465,74.30080,0.25394,0.379023
-10.56260,-4.94355,73.52300,0.27113,0.387725
-11.34690,-5.02564,70.76100,0.32508,0.444339
-11.51150,-5.01516,75.94900,0.36007,0.48051
-10.64190,-5.01994,74.50000,0.28206,0.412899
-9.91703,-4.98162,77.83290,0.23370,0.369342
-10.01410,-4.97500,75.77230,0.23647,0.365185
-11.69590,-5.07364,71.31000,0.35138,0.480192
-11.74450,-5.05344,71.29300,0.35108,0.479007
-11.37330,-5.05534,73.86200,0.34016,0.472497
-10.08510,-4.97074,76.66180,0.24584,0.370732
-10.44820,-4.95225,76.08800,0.27509,0.404365
-10.80470,-5.03931,75.38100,0.29914,0.436437
-10.13210,-4.96906,75.93000,0.24576,0.376386
-10.50550,-4.96933,80.92600,0.29590,0.42548
-10.97820,-5.01557,73.14600,0.30659,0.42603
-10.41200,-4.98094,75.68300,0.26935,0.400866
-10.33780,-4.98912,75.03600,0.26028,0.395783
-10.27130,-5.01641,77.75200,0.26525,0.408658
-11.16520,-5.03553,74.78800,0.32401,0.456151
-10.21960,-5.00859,79.17090,0.26598,0.407401
-10.29400,-5.00859,75.46340,0.25861,0.397788
-10.44680,-4.94235,76.87800,0.27384,0.399669
-10.94090,-5.02421,73.16500,0.30047,0.433846
-10.65210,-4.99329,75.75100,0.28867,0.430299
-10.56840,-5.01488,74.24300,0.27322,0.393397
-10.94750,-5.07560,74.59400,0.30832,0.457885
-10.88990,-4.99670,75.73400,0.30713,0.434966
-10.73410,-4.94312,79.16800,0.31393,0.449043
-10.09690,-4.94332,77.40530,0.24828,0.371457
-9.75300,-4.96771,78.54820,0.22477,0.364564
-10.71410,-4.98700,75.35500,0.29415,0.421107
-10.92860,-5.02323,73.58600,0.30091,0.421755
-10.87670,-4.99164,73.19600,0.29482,0.426514
-10.66530,-5.01511,73.09700,0.27629,0.410992
-10.05300,-4.97631,80.76790,0.25629,0.388761
-10.78480,-5.00556,74.74300,0.29626,0.429073
-11.41240,-5.00123,74.54000,0.34149,0.464014
-10.29440,-4.95884,79.39000,0.27095,0.408264
-10.06060,-4.98129,77.44690,0.24503,0.38042
-10.68660,-4.98221,74.56100,0.28608,0.415117
-11.30280,-5.02871,76.92200,0.34420,0.474072
-10.05680,-4.97079,80.68730,0.25536,0.382479
-11.40720,-5.03990,74.59300,0.34718,0.489209
-10.72190,-4.96520,73.84400,0.28687,0.412346
-10.40140,-4.98810,76.97000,0.27228,0.412987
-8.81341,-4.92813,78.30210,0.14755,0.275733
-8.88154,-4.89918,77.99582,0.15093,0.269878
-10.95220,-4.99113,77.08500,0.31861,0.44903
-10.52110,-5.01989,76.91200,0.28420,0.43725
-9.00148,-4.88787,79.29582,0.16423,0.287743
-10.62540,-5.01781,77.11400,0.28865,0.42803
-10.52880,-4.98451,78.17500,0.28779,0.421001
-10.15700,-4.98372,75.43250,0.24764,0.384087
-11.06260,-5.02805,76.14800,0.32297,0.454797
-10.53920,-4.97720,77.03100,0.28391,0.412394
-10.00820,-4.99120,77.66000,0.24131,0.374779
-10.13510,-4.97416,75.68600,0.24630,0.383383
-9.45813,-4.96259,78.39450,0.19969,0.33421
-10.02600,-4.97314,75.01190,0.23424,0.363041
-11.05680,-5.02275,73.25100,0.31066,0.435796
-11.26870,-4.99139,73.46500,0.33104,0.44913
-9.99362,-4.95720,79.44320,0.24616,0.382252
-9.97542,-4.94964,74.74240,0.22983,0.353782
-10.47690,-5.00025,73.41300,0.26687,0.398621
-10.69120,-5.01158,72.47500,0.27784,0.406847
-10.95060,-5.00936,77.47200,0.32319,0.464294
-9.60377,-4.98513,79.51240,0.21467,0.351288
-9.27549,-4.93972,78.29810,0.18505,0.317687
